,clase,veil-color,ring-type,population,habitat
7600,p,w,e,v,l
7601,e,w,p,y,p
7602,p,w,e,v,p
7603,e,w,p,s,g
7604,p,w,e,v,d
7605,p,w,e,v,d
7606,p,w,e,v,l
7607,p,w,e,v,l
7608,e,w,p,n,g
7609,e,w,p,n,g
7610,p,w,e,v,d
7611,e,o,p,c,l
7612,p,w,e,v,p
7613,p,w,e,v,p
7614,e,w,p,s,g
7615,p,w,e,v,p
7616,e,n,p,v,l
7617,p,w,e,v,p
7618,p,w,e,v,d
7619,p,w,e,v,l
7620,p,w,e,v,l
7621,e,w,p,n,g
7622,e,w,p,s,g
7623,p,w,e,v,l
7624,p,w,e,v,d
7625,e,w,p,s,g
7626,e,o,p,c,l
7627,p,w,e,v,p
7628,p,w,e,v,l
7629,e,o,p,v,l
7630,e,w,p,s,g
7631,e,w,p,n,g
7632,p,w,e,v,p
7633,p,w,e,v,l
7634,p,w,n,c,d
7635,e,n,p,c,l
7636,p,w,e,v,d
7637,p,w,e,v,d
7638,p,w,e,v,d
7639,e,w,p,s,g
7640,e,w,p,s,g
7641,e,w,p,n,g
7642,e,w,p,n,g
7643,e,w,p,n,g
7644,p,w,e,v,p
7645,p,w,e,v,l
7646,p,w,e,v,l
7647,p,w,e,v,l
7648,e,w,p,s,g
7649,e,w,p,s,g
7650,e,w,p,n,g
7651,e,n,p,c,l
7652,p,w,e,v,d
7653,p,w,e,v,p
7654,p,w,e,v,p
7655,p,w,e,v,d
7656,p,w,e,v,l
7657,e,o,p,v,l
7658,e,w,p,s,g
7659,p,w,e,v,d
7660,p,w,e,v,d
7661,e,w,p,s,g
7662,p,w,e,v,d
7663,e,o,p,c,l
7664,e,o,p,v,l
7665,p,w,e,v,p
7666,p,w,e,v,d
7667,p,w,e,v,p
7668,p,w,e,v,p
7669,p,w,e,v,d
7670,e,w,p,s,g
7671,p,w,e,v,d
7672,e,w,p,v,p
7673,e,n,p,v,l
7674,p,w,e,v,l
7675,p,w,e,v,d
7676,p,w,e,v,p
7677,e,w,p,s,g
7678,p,w,e,v,p
7679,e,w,p,s,g
7680,p,w,e,v,l
7681,e,w,p,s,g
7682,p,w,e,v,l
7683,p,w,e,v,d
7684,e,w,p,n,g
7685,p,w,e,v,d
7686,p,w,e,v,p
7687,e,n,p,v,l
7688,e,n,p,v,l
7689,p,w,e,v,l
7690,p,w,e,v,p
7691,e,n,p,c,l
7692,p,w,e,v,d
7693,p,w,e,v,d
7694,p,w,e,v,d
7695,p,w,e,v,d
7696,p,w,e,v,l
7697,e,w,p,n,g
7698,e,o,p,v,l
7699,p,w,e,v,d
7700,e,o,p,v,l
7701,e,w,p,y,p
7702,p,w,e,v,l
7703,e,w,p,y,p
7704,e,w,p,v,p
7705,p,y,e,c,l
7706,p,w,e,v,p
7707,p,w,e,v,d
7708,p,w,n,c,d
7709,e,n,p,v,l
7710,p,w,e,v,l
7711,e,w,p,s,g
7712,p,w,e,v,l
7713,p,w,n,c,d
7714,p,w,e,v,l
7715,e,o,p,c,l
7716,e,w,p,y,d
7717,p,w,e,v,d
7718,p,w,e,v,p
7719,e,w,p,s,g
7720,e,w,p,v,p
7721,p,w,e,v,p
7722,e,n,p,c,l
7723,e,w,p,n,g
7724,e,w,p,n,g
7725,p,w,e,v,d
7726,p,w,n,c,d
7727,p,w,e,v,p
7728,e,n,p,c,l
7729,p,w,e,v,p
7730,p,w,e,v,l
7731,p,w,e,v,l
7732,p,w,e,v,d
7733,p,w,e,v,l
7734,p,w,e,v,d
7735,e,w,p,n,g
7736,e,n,p,v,l
7737,p,w,e,v,p
7738,p,y,e,c,l
7739,e,w,p,n,g
7740,e,o,p,c,l
7741,p,w,e,v,p
7742,e,w,p,s,g
7743,e,w,p,n,g
7744,e,n,p,c,l
7745,e,w,p,n,g
7746,e,w,p,n,g
7747,e,w,p,n,g
7748,e,w,p,n,g
7749,p,w,e,v,d
7750,p,w,e,v,d
7751,e,w,p,s,g
7752,e,w,p,s,g
7753,p,w,e,v,p
7754,p,w,e,v,d
7755,p,w,e,v,p
7756,p,w,e,v,p
7757,p,w,e,v,l
7758,e,o,p,v,l
7759,p,w,e,v,p
7760,e,w,p,n,g
7761,e,o,p,v,l
7762,e,w,p,n,g
7763,p,w,e,v,p
7764,e,o,p,v,l
7765,p,w,e,v,d
7766,p,w,e,v,d
7767,p,w,e,v,p
7768,e,w,p,s,g
7769,p,w,e,v,d
7770,p,w,e,v,d
7771,e,w,p,s,g
7772,p,w,e,v,d
7773,p,w,e,v,p
7774,p,w,e,v,l
7775,e,w,p,n,g
7776,e,w,p,s,g
7777,p,w,e,v,p
7778,e,w,p,y,d
7779,p,w,e,v,d
7780,p,w,e,v,l
7781,e,o,p,v,l
7782,e,w,p,n,g
7783,p,w,e,v,l
7784,p,w,e,v,l
7785,p,w,e,v,p
7786,p,w,e,v,d
7787,e,o,p,c,l
7788,p,w,e,v,d
7789,e,w,p,s,g
7790,e,o,p,c,l
7791,p,w,e,v,p
7792,p,w,e,v,p
7793,p,w,e,v,d
7794,e,w,p,n,g
7795,p,w,e,v,l
7796,e,w,p,s,g
7797,p,w,e,v,d
7798,p,w,e,v,d
7799,p,w,e,v,d
7800,p,w,n,c,d
7801,p,w,e,v,d
7802,e,w,p,s,g
7803,p,w,e,v,l
7804,p,w,n,c,d
7805,p,w,e,v,l
7806,e,n,p,c,l
7807,p,w,e,v,p
7808,e,w,p,n,g
7809,e,w,p,n,g
7810,e,o,p,v,l
7811,p,w,e,v,l
7812,e,n,p,c,l
7813,e,w,p,n,g
7814,p,w,e,v,l
7815,p,w,e,v,p
7816,e,w,p,n,g
7817,e,w,p,n,g
7818,p,w,e,v,d
7819,p,w,n,c,d
7820,p,w,e,v,p
7821,p,w,e,v,p
7822,e,w,p,s,g
7823,p,w,e,v,l
7824,e,n,p,v,l
7825,p,w,e,v,d
7826,p,w,e,v,p
7827,e,n,p,v,l
7828,e,n,p,v,l
7829,e,w,p,n,g
7830,e,o,p,c,l
7831,p,w,e,v,l
7832,e,n,p,v,l
7833,e,o,p,c,l
7834,p,w,e,v,d
7835,e,o,p,c,l
7836,p,w,e,v,d
7837,e,w,p,n,g
7838,p,w,e,v,d
7839,e,o,p,v,l
7840,p,w,e,v,l
7841,e,w,p,s,g
7842,e,w,p,s,g
7843,e,n,p,v,l
7844,e,n,p,c,l
7845,p,w,e,v,d
7846,e,w,p,n,g
7847,p,w,e,v,d
7848,p,w,e,v,d
7849,p,w,e,v,p
7850,p,w,e,v,d
7851,p,w,e,v,l
7852,p,w,e,v,l
7853,e,w,p,n,g
7854,p,w,e,v,l
7855,p,w,e,v,p
7856,p,w,e,v,p
7857,e,w,p,n,g
7858,e,o,p,c,l
7859,e,w,p,n,g
7860,p,w,e,v,l
7861,p,w,e,v,l
7862,p,w,e,v,d
7863,p,w,e,v,p
7864,p,w,e,v,d
7865,e,o,p,v,l
7866,e,w,p,s,g
7867,p,w,e,v,l
7868,p,w,e,v,l
7869,e,w,p,n,g
7870,e,o,p,v,l
7871,e,w,p,n,g
7872,p,w,e,v,d
7873,p,w,e,v,p
7874,p,w,e,v,l
7875,p,w,e,v,d
7876,p,w,e,v,l
7877,e,o,p,c,l
7878,p,w,e,v,d
7879,p,w,e,v,d
7880,p,w,e,v,l
7881,e,w,p,s,g
7882,p,w,e,v,d
7883,p,w,e,v,l
7884,p,w,e,v,d
7885,e,o,p,v,l
7886,e,w,p,y,d
7887,p,w,e,v,d
7888,p,w,e,v,l
7889,e,w,p,s,g
7890,p,w,e,v,p
7891,p,w,e,v,p
7892,e,o,p,c,l
7893,e,w,p,s,g
7894,e,w,p,n,g
7895,p,w,e,v,p
7896,p,w,e,v,d
7897,e,w,p,v,p
7898,p,w,e,v,d
7899,e,w,p,s,g
7900,p,w,e,v,p
7901,p,w,e,v,p
7902,p,w,e,v,p
7903,e,w,p,s,g
7904,e,o,p,v,l
7905,p,w,e,v,p
7906,e,w,p,s,g
7907,p,w,e,v,l
7908,e,w,p,s,g
7909,p,w,n,c,d
7910,e,n,p,v,l
7911,e,w,p,n,g
7912,e,o,p,v,l
7913,p,w,e,v,d
7914,e,o,p,v,l
7915,e,w,p,n,g
7916,p,w,e,v,p
7917,e,w,p,n,g
7918,e,w,p,v,p
7919,p,w,e,v,l
7920,e,w,p,n,g
7921,e,o,p,c,l
7922,p,w,e,v,d
7923,p,w,e,v,l
7924,p,w,e,v,p
7925,p,w,e,v,d
7926,e,n,p,c,l
7927,p,w,e,v,p
7928,e,w,p,s,g
7929,p,w,e,v,p
7930,e,w,p,y,p
7931,p,w,e,v,p
7932,e,w,p,s,g
7933,p,w,e,v,d
7934,p,w,e,v,d
7935,p,w,e,v,l
7936,e,n,p,c,l
7937,e,w,p,n,g
7938,e,o,p,c,l
7939,e,w,p,y,p
7940,p,w,n,c,d
7941,p,w,e,v,d
7942,p,w,e,v,p
7943,e,o,p,v,l
7944,e,o,p,c,l
7945,e,w,p,v,p
7946,p,w,e,v,l
7947,p,w,e,v,l
7948,p,w,e,v,l
7949,p,w,e,v,d
7950,p,w,e,v,p
7951,e,w,p,v,p
7952,e,n,p,c,l
7953,e,w,p,n,g
7954,e,w,p,s,g
7955,e,o,p,c,l
7956,e,n,p,c,l
7957,e,w,p,n,g
7958,p,w,e,v,l
7959,e,w,p,s,g
7960,p,w,e,v,p
7961,p,w,e,v,d
7962,p,w,e,v,d
7963,e,n,p,v,l
7964,e,w,p,y,p
7965,e,w,p,n,g
7966,p,w,e,v,d
7967,p,w,e,v,l
7968,p,w,e,v,p
7969,e,n,p,c,l
7970,e,n,p,v,l
7971,e,w,p,s,g
7972,p,w,e,v,p
7973,e,w,p,s,g
7974,e,w,p,n,g
7975,e,w,p,n,g
7976,e,o,p,v,l
7977,p,w,e,v,p
7978,e,n,p,v,l
7979,p,w,e,v,d
7980,p,w,n,c,d
7981,p,w,e,v,d
7982,e,w,p,n,g
7983,e,w,p,y,d
7984,e,n,p,c,l
7985,e,w,p,y,p
7986,p,w,e,v,l
7987,e,o,p,c,l
7988,p,w,e,v,p
7989,p,w,e,v,p
7990,e,w,p,n,g
7991,p,w,e,v,l
7992,e,w,p,s,g
7993,e,n,p,c,l
7994,p,w,e,v,p
7995,e,n,p,v,l
7996,p,w,e,v,l
7997,p,w,e,v,p
7998,e,n,p,v,l
7999,e,o,p,c,l
8000,e,w,p,y,p
8001,e,w,p,s,g
8002,e,n,p,v,l
8003,p,w,e,v,p
8004,p,w,e,v,d
8005,p,w,e,v,p
8006,p,w,e,v,d
8007,p,w,e,v,p
8008,e,n,p,v,l
8009,e,n,p,v,l
8010,e,o,p,v,l
8011,p,w,e,v,l
8012,e,o,p,v,l
8013,e,w,p,s,g
8014,e,w,p,s,g
8015,p,w,e,v,p
8016,e,w,p,n,g
8017,e,w,p,s,g
8018,e,w,p,s,g
8019,p,w,e,v,d
8020,p,w,e,v,l
8021,p,w,e,v,p
8022,p,w,e,v,p
8023,p,w,e,v,d
8024,e,n,p,c,l
8025,e,n,p,v,l
8026,p,w,e,v,l
8027,p,w,e,v,l
8028,e,w,p,n,g
8029,e,w,p,s,g
8030,p,w,e,v,p
8031,p,w,e,v,d
8032,p,w,e,v,l
8033,e,o,p,c,l
8034,e,w,p,n,g
8035,e,n,p,v,l
8036,p,w,e,v,d
8037,e,w,p,y,p
8038,p,w,e,v,l
8039,e,o,p,v,l
8040,p,w,e,v,p
8041,e,o,p,c,l
8042,e,n,p,v,l
8043,e,n,p,c,l
8044,p,w,e,v,p
8045,e,w,p,n,g
8046,p,w,e,v,d
8047,p,w,e,v,d
8048,p,w,e,v,l
8049,p,w,e,v,d
8050,e,w,p,s,g
8051,e,n,p,v,l
8052,p,w,e,v,d
8053,e,n,p,v,l
8054,e,w,p,n,g
8055,e,o,p,v,l
8056,e,n,p,v,l
8057,p,w,e,v,l
8058,p,w,e,v,p
8059,p,w,e,v,d
8060,p,w,e,v,p
8061,p,w,e,v,l
8062,e,w,p,s,g
8063,p,w,e,v,l
8064,e,o,p,v,l
8065,p,w,e,v,p
8066,e,o,p,c,l
8067,e,o,p,c,l
8068,e,n,p,c,l
8069,p,w,e,v,l
8070,e,o,p,v,l
8071,p,w,e,v,p
8072,e,n,p,v,l
8073,e,w,p,n,g
8074,e,o,p,c,l
8075,e,n,p,c,l
8076,e,n,p,v,l
8077,e,w,p,s,g
8078,p,w,e,v,l
8079,p,w,e,v,d
8080,p,w,e,v,p
8081,p,w,e,v,p
8082,p,w,e,v,l
8083,e,w,p,s,g
8084,e,w,p,s,g
8085,e,n,p,v,l
8086,p,w,e,v,p
8087,e,o,p,v,l
8088,p,w,e,v,d
8089,p,w,e,v,d
8090,p,w,e,v,p
8091,p,w,e,v,p
8092,p,w,e,v,d
8093,e,w,p,n,g
8094,p,w,n,c,d
8095,e,w,p,n,g
8096,p,w,e,v,l
8097,p,w,e,v,d
8098,e,w,p,s,g
8099,e,n,p,v,l
8100,p,w,e,v,p
8101,e,n,p,c,l
8102,e,n,p,c,l
8103,e,o,p,v,l
8104,e,n,p,v,l
8105,e,o,p,v,l
8106,e,o,p,c,l
8107,p,w,e,v,l
8108,e,w,p,n,g
8109,e,o,p,v,l
8110,e,w,p,n,g
8111,e,n,p,v,l
8112,p,w,e,v,d
8113,p,w,n,c,d
8114,e,o,p,v,l
8115,p,w,e,v,l
8116,p,w,e,v,d
8117,p,w,e,v,d
8118,e,o,p,c,l
8119,e,n,p,v,l
8120,e,o,p,c,l
8121,p,w,e,v,l
8122,e,o,p,c,l
8123,p,w,p,s,u
